pathway	circuit	circuit_name	gene	symbol	eff_node	eff_gene
hsa04010	P-hsa04010-61	MAPK signaling pathway: ATF4	1845	DUSP3	NA	NA
hsa04010	P-hsa04010-61	MAPK signaling pathway: ATF4	5778	PTPN7	NA	NA
hsa04010	P-hsa04010-61	MAPK signaling pathway: ATF4	5801	PTPRR	NA	NA
hsa04010	P-hsa04010-61	MAPK signaling pathway: ATF4	84867	PTPN5	NA	NA
hsa04010	P-hsa04010-61	MAPK signaling pathway: ATF4	5494	PPM1A	NA	NA
hsa04010	P-hsa04010-61	MAPK signaling pathway: ATF4	10000	AKT3	NA	NA
hsa04010	P-hsa04010-61	MAPK signaling pathway: ATF4	207	AKT1	NA	NA
hsa04010	P-hsa04010-61	MAPK signaling pathway: ATF4	208	AKT2	NA	NA
hsa04010	P-hsa04010-61	MAPK signaling pathway: ATF4	6885	MAP3K7	NA	NA
hsa04010	P-hsa04010-61	MAPK signaling pathway: ATF4	4217	MAP3K5	NA	NA
hsa04010	P-hsa04010-61	MAPK signaling pathway: ATF4	9064	MAP3K6	NA	NA
hsa04010	P-hsa04010-61	MAPK signaling pathway: ATF4	10454	TAB1	NA	NA
hsa04010	P-hsa04010-61	MAPK signaling pathway: ATF4	1616	DAXX	NA	NA
hsa04010	P-hsa04010-61	MAPK signaling pathway: ATF4	7186	TRAF2	NA	NA
hsa04010	P-hsa04010-61	MAPK signaling pathway: ATF4	929	CD14	NA	NA
hsa04010	P-hsa04010-61	MAPK signaling pathway: ATF4	7046	TGFBR1	NA	NA
hsa04010	P-hsa04010-61	MAPK signaling pathway: ATF4	7048	TGFBR2	NA	NA
hsa04010	P-hsa04010-61	MAPK signaling pathway: ATF4	355	FAS	NA	NA
hsa04010	P-hsa04010-61	MAPK signaling pathway: ATF4	3554	IL1R1	NA	NA
hsa04010	P-hsa04010-61	MAPK signaling pathway: ATF4	7850	IL1R2	NA	NA
hsa04010	P-hsa04010-61	MAPK signaling pathway: ATF4	7132	TNFRSF1A	NA	NA
hsa04010	P-hsa04010-61	MAPK signaling pathway: ATF4	7040	TGFB1	NA	NA
hsa04010	P-hsa04010-61	MAPK signaling pathway: ATF4	7042	TGFB2	NA	NA
hsa04010	P-hsa04010-61	MAPK signaling pathway: ATF4	7043	TGFB3	NA	NA
hsa04010	P-hsa04010-61	MAPK signaling pathway: ATF4	3552	IL1A	NA	NA
hsa04010	P-hsa04010-61	MAPK signaling pathway: ATF4	3553	IL1B	NA	NA
hsa04010	P-hsa04010-61	MAPK signaling pathway: ATF4	7124	TNF	NA	NA
hsa04010	P-hsa04010-61	MAPK signaling pathway: ATF4	23118	TAB2	NA	NA
hsa04010	P-hsa04010-61	MAPK signaling pathway: ATF4	7189	TRAF6	NA	NA
hsa04010	P-hsa04010-61	MAPK signaling pathway: ATF4	468	ATF4	ATF4	ATF4
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	5495	PPM1B	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	356	FASLG	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	7867	MAPKAPK3	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	9261	MAPKAPK2	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	1432	MAPK14	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	5600	MAPK11	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	5603	MAPK13	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	6300	MAPK12	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	100506012	PPP5D1	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	5536	PPP5C	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	5608	MAP2K6	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	5606	MAP2K3	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	11221	DUSP10	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	1843	DUSP1	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	1844	DUSP2	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	1846	DUSP4	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	1847	DUSP5	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	1848	DUSP6	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	1849	DUSP7	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	1850	DUSP8	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	1852	DUSP9	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	80824	DUSP16	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	1845	DUSP3	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	5778	PTPN7	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	5801	PTPRR	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	84867	PTPN5	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	5494	PPM1A	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	10000	AKT3	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	207	AKT1	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	208	AKT2	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	6885	MAP3K7	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	4217	MAP3K5	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	9064	MAP3K6	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	10454	TAB1	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	1616	DAXX	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	7186	TRAF2	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	929	CD14	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	7046	TGFBR1	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	7048	TGFBR2	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	355	FAS	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	3554	IL1R1	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	7850	IL1R2	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	7132	TNFRSF1A	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	7040	TGFB1	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	7042	TGFB2	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	7043	TGFB3	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	3552	IL1A	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	3553	IL1B	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	7124	TNF	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	8550	MAPKAPK5	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	23118	TAB2	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	7189	TRAF6	NA	NA
hsa04010	P-hsa04010-79	MAPK signaling pathway: HSPB1	3315	HSPB1	HSPB1	HSPB1
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	5495	PPM1B	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	356	FASLG	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	1432	MAPK14	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	5600	MAPK11	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	5603	MAPK13	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	6300	MAPK12	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	100506012	PPP5D1	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	5536	PPP5C	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	5608	MAP2K6	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	5606	MAP2K3	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	11221	DUSP10	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	1843	DUSP1	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	1844	DUSP2	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	1846	DUSP4	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	1847	DUSP5	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	1848	DUSP6	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	1849	DUSP7	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	1850	DUSP8	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	1852	DUSP9	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	80824	DUSP16	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	1845	DUSP3	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	5778	PTPN7	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	5801	PTPRR	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	84867	PTPN5	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	5494	PPM1A	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	10000	AKT3	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	207	AKT1	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	208	AKT2	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	6885	MAP3K7	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	4217	MAP3K5	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	9064	MAP3K6	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	10454	TAB1	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	1616	DAXX	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	7186	TRAF2	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	929	CD14	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	7046	TGFBR1	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	7048	TGFBR2	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	355	FAS	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	3554	IL1R1	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	7850	IL1R2	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	7132	TNFRSF1A	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	7040	TGFB1	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	7042	TGFB2	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	7043	TGFB3	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	3552	IL1A	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	3553	IL1B	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	7124	TNF	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	23118	TAB2	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	7189	TRAF6	NA	NA
hsa04010	P-hsa04010-68	MAPK signaling pathway: ATF2	1386	ATF2	ATF2	ATF2
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	5495	PPM1B	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	356	FASLG	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	9448	MAP4K4	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	1432	MAPK14	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	5600	MAPK11	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	5603	MAPK13	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	6300	MAPK12	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	100506012	PPP5D1	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	5536	PPP5C	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	5608	MAP2K6	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	5606	MAP2K3	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	11221	DUSP10	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	1843	DUSP1	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	1844	DUSP2	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	1846	DUSP4	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	1847	DUSP5	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	1848	DUSP6	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	1849	DUSP7	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	1850	DUSP8	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	1852	DUSP9	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	80824	DUSP16	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	1845	DUSP3	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	5778	PTPN7	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	5801	PTPRR	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	84867	PTPN5	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	5494	PPM1A	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	10000	AKT3	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	207	AKT1	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	208	AKT2	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	6885	MAP3K7	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	4217	MAP3K5	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	9064	MAP3K6	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	51776	MAP3K20	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	7786	MAP3K12	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	9175	MAP3K13	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	10454	TAB1	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	1616	DAXX	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	7186	TRAF2	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	836	CASP3	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	929	CD14	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	7046	TGFBR1	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	7048	TGFBR2	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	355	FAS	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	3554	IL1R1	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	7850	IL1R2	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	7132	TNFRSF1A	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	7040	TGFB1	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	7042	TGFB2	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	7043	TGFB3	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	3552	IL1A	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	3553	IL1B	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	7124	TNF	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	5879	RAC1	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	5880	RAC2	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	5881	RAC3	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	998	CDC42	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	5609	MAP2K7	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	5599	MAPK8	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	5601	MAPK9	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	5602	MAPK10	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	2122	MECOM	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	3303	HSPA1A	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	3304	HSPA1B	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	3305	HSPA1L	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	3306	HSPA2	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	3310	HSPA6	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	3312	HSPA8	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	8491	MAP4K3	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	23118	TAB2	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	7189	TRAF6	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	23542	MAPK8IP2	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	9479	MAPK8IP1	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	11184	MAP4K1	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	4296	MAP3K11	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	23162	MAPK8IP3	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	6416	MAP2K4	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	1398	CRK	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	1399	CRKL	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	2316	FLNA	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	2317	FLNB	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	2318	FLNC	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	408	ARRB1	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	409	ARRB2	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	4214	MAP3K1	NA	NA
hsa04010	P-hsa04010-67	MAPK signaling pathway: ELK1	2002	ELK1	ELK1	ELK1
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	5495	PPM1B	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	356	FASLG	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	9448	MAP4K4	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	1432	MAPK14	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	5600	MAPK11	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	5603	MAPK13	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	6300	MAPK12	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	100506012	PPP5D1	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	5536	PPP5C	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	5608	MAP2K6	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	5606	MAP2K3	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	11221	DUSP10	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	1843	DUSP1	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	1844	DUSP2	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	1846	DUSP4	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	1847	DUSP5	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	1848	DUSP6	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	1849	DUSP7	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	1850	DUSP8	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	1852	DUSP9	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	80824	DUSP16	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	1845	DUSP3	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	5778	PTPN7	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	5801	PTPRR	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	84867	PTPN5	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	5494	PPM1A	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	10000	AKT3	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	207	AKT1	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	208	AKT2	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	6885	MAP3K7	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	4217	MAP3K5	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	9064	MAP3K6	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	51776	MAP3K20	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	7786	MAP3K12	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	9175	MAP3K13	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	10454	TAB1	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	1616	DAXX	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	7186	TRAF2	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	836	CASP3	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	929	CD14	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	7046	TGFBR1	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	7048	TGFBR2	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	355	FAS	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	3554	IL1R1	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	7850	IL1R2	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	7132	TNFRSF1A	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	7040	TGFB1	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	7042	TGFB2	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	7043	TGFB3	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	3552	IL1A	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	3553	IL1B	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	7124	TNF	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	5879	RAC1	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	5880	RAC2	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	5881	RAC3	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	998	CDC42	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	5609	MAP2K7	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	5599	MAPK8	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	5601	MAPK9	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	5602	MAPK10	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	2122	MECOM	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	3303	HSPA1A	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	3304	HSPA1B	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	3305	HSPA1L	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	3306	HSPA2	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	3310	HSPA6	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	3312	HSPA8	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	8491	MAP4K3	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	23118	TAB2	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	7189	TRAF6	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	23542	MAPK8IP2	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	9479	MAPK8IP1	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	11184	MAP4K1	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	4296	MAP3K11	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	23162	MAPK8IP3	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	6416	MAP2K4	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	1398	CRK	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	1399	CRKL	NA	NA
hsa04010	P-hsa04010-66	MAPK signaling pathway: TP53	2316	FLNA	NA	NA
