gene	DB_symbol	regulation	GeneType	ONG_Alias	ONG_Links	ONG_Cytoband	ONG_FullName	TSG_Alias	TSG_Links	TSG_Chromosome	TSG_Cytoband	TSG_FullName
2313	FLI1	ONG	protein-coding	EWSR2|SIC-1	MIM:193067|HGNC:HGNC:3749|Ensembl:ENSG00000151702|HPRD:01901|Vega:OTTHUMG00000165792	11q24.1-q24.3	Fli-1 proto-oncogene, ETS transcription factor	NA	NA	NA	NA	NA
2242	FES	ONG	protein-coding	FPS	MIM:190030|HGNC:HGNC:3657|Ensembl:ENSG00000182511|HPRD:01814|Vega:OTTHUMG00000044456	15q26.1	FES proto-oncogene, tyrosine kinase	NA	NA	NA	NA	NA
2146	EZH2	both	protein-coding	ENX-1|ENX1|EZH1|EZH2b|KMT6|KMT6A|WVS|WVS2	MIM:601573|HGNC:HGNC:3527|Ensembl:ENSG00000106462|HPRD:03342|Vega:OTTHUMG00000158973	7q35-q36	enhancer of zeste 2 polycomb repressive complex 2 subunit	ENX-1|ENX1|EZH1|EZH2b|KMT6|KMT6A|WVS|WVS2	MIM:601573|HGNC:HGNC:3527|Ensembl:ENSG00000106462|HPRD:03342|Vega:OTTHUMG00000158973	7	7q35-q36	enhancer of zeste 2 polycomb repressive complex 2 subunit
2130	EWSR1	ONG	protein-coding	EWS|EWS-FLI1|bK984G1.4	MIM:133450|HGNC:HGNC:3508|Ensembl:ENSG00000182944|HPRD:00592|Vega:OTTHUMG00000151107	22q12.2	EWS RNA binding protein 1	NA	NA	NA	NA	NA
2120	ETV6	both	protein-coding	TEL|TEL/ABL|THC5	MIM:600618|HGNC:HGNC:3495|Ensembl:ENSG00000139083|HPRD:15976|Vega:OTTHUMG00000168538	12p13	ETS variant 6	TEL|TEL/ABL	MIM:600618|HGNC:HGNC:3495|Ensembl:ENSG00000139083|HPRD:15976|Vega:OTTHUMG00000168538	12	12p13	ets variant 6
2114	ETS2	both	protein-coding	ETS2IT1	MIM:164740|HGNC:HGNC:3489|Ensembl:ENSG00000157557|HPRD:01263|Vega:OTTHUMG00000090769	21q22.2	ETS proto-oncogene 2, transcription factor	ETS2IT1	MIM:164740|HGNC:HGNC:3489|Ensembl:ENSG00000157557|HPRD:01263|Vega:OTTHUMG00000090769	21	21q22.2	v-ets avian erythroblastosis virus E26 oncogene homolog 2
2113	ETS1	ONG	protein-coding	ETS-1|EWSR2|c-ets-1|p54	MIM:164720|HGNC:HGNC:3488|Ensembl:ENSG00000134954|HPRD:01260|Vega:OTTHUMG00000165799	11q23.3	ETS proto-oncogene 1, transcription factor	NA	NA	NA	NA	NA
2064	ERBB2	ONG	protein-coding	CD340|HER-2|HER-2/neu|HER2|MLN 19|NEU|NGL|TKR1	MIM:164870|HGNC:HGNC:3430|Ensembl:ENSG00000141736|HPRD:01281|Vega:OTTHUMG00000179300	17q12	erb-b2 receptor tyrosine kinase 2	NA	NA	NA	NA	NA
1956	EGFR	ONG	protein-coding	ERBB|ERBB1|HER1|NISBD2|PIG61|mENA	MIM:131550|HGNC:HGNC:3236|Ensembl:ENSG00000146648|HPRD:00579|Vega:OTTHUMG00000023661	7p12	epidermal growth factor receptor	NA	NA	NA	NA	NA
1649	DDIT3	ONG	protein-coding	CEBPZ|CHOP|CHOP-10|CHOP10|GADD153	MIM:126337|HGNC:HGNC:2726|Ensembl:ENSG00000175197|HPRD:00529|Vega:OTTHUMG00000170046	12q13.1-q13.2	DNA damage inducible transcript 3	NA	NA	NA	NA	NA
1499	CTNNB1	ONG	protein-coding	CTNNB|MRD19|armadillo	MIM:116806|HGNC:HGNC:2514|Ensembl:ENSG00000168036|HPRD:00286|Vega:OTTHUMG00000131393	3p21	catenin beta 1	NA	NA	NA	NA	NA
1398	CRK	ONG	protein-coding	CRKII|p38	MIM:164762|HGNC:HGNC:2362|Ensembl:ENSG00000167193|HPRD:01267|Vega:OTTHUMG00000090317	17p13.3	v-crk avian sarcoma virus CT10 oncogene homolog	NA	NA	NA	NA	NA
11214	AKAP13	ONG	protein-coding	AKAP-13|AKAP-Lbc|ARHGEF13|BRX|HA-3|Ht31|LBC|PRKA13|PROTO-LB|PROTO-LBC|c-lbc|p47	MIM:604686|HGNC:HGNC:371|Ensembl:ENSG00000170776|HPRD:05253|Vega:OTTHUMG00000172205	15q25.3	A-kinase anchoring protein 13	NA	NA	NA	NA	NA
11040	PIM2	ONG	protein-coding	-	MIM:300295|HGNC:HGNC:8987|Ensembl:ENSG00000102096|HPRD:02244|Vega:OTTHUMG00000024132	Xp11.23	Pim-2 proto-oncogene, serine/threonine kinase	NA	NA	NA	NA	NA
10413	YAP1	both	protein-coding	COB1|YAP|YAP2|YAP65|YKI	MIM:606608|HGNC:HGNC:16262|Ensembl:ENSG00000137693|HPRD:09424|Vega:OTTHUMG00000167322	11q13	Yes associated protein 1	COB1|YAP|YAP2|YAP65|YKI	MIM:606608|HGNC:HGNC:16262|Ensembl:ENSG00000137693|HPRD:09424|Vega:OTTHUMG00000167322	11	11q13	Yes-associated protein 1
1027	CDKN1B	both	protein-coding	CDKN4|KIP1|MEN1B|MEN4|P27KIP1	MIM:600778|HGNC:HGNC:1785|Ensembl:ENSG00000111276|HPRD:02867|Vega:OTTHUMG00000149914	12p13.1-p12	cyclin-dependent kinase inhibitor 1B	CDKN4|KIP1|MEN1B|MEN4|P27KIP1	MIM:600778|HGNC:HGNC:1785|Ensembl:ENSG00000111276|HPRD:02867|Vega:OTTHUMG00000149914	12	12p13.1-p12	cyclin-dependent kinase inhibitor 1B (p27, Kip1)
999	CDH1	both	protein-coding	Arc-1|CD324|CDHE|ECAD|LCAM|UVO	MIM:192090|HGNC:HGNC:1748|Ensembl:ENSG00000039068|HPRD:01885|Vega:OTTHUMG00000137561	16q22.1	cadherin 1	Arc-1|CD324|CDHE|ECAD|LCAM|UVO	MIM:192090|HGNC:HGNC:1748|Ensembl:ENSG00000039068|HPRD:01885|Vega:OTTHUMG00000137561	16	16q22.1	cadherin 1, type 1, E-cadherin (epithelial)
9935	MAFB	ONG	protein-coding	KRML|MCTO	MIM:608968|HGNC:HGNC:6408|Ensembl:ENSG00000204103|HPRD:07129|Vega:OTTHUMG00000033052	20q12	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog B	NA	NA	NA	NA	NA
990	CDC6	ONG	protein-coding	CDC18L|HsCDC18|HsCDC6	MIM:602627|HGNC:HGNC:1744|HPRD:04022	17q21.3	cell division cycle 6	NA	NA	NA	NA	NA
988	CDC5L	ONG	protein-coding	CDC5|CDC5-LIKE|CEF1|PCDC5RP|dJ319D22.1	MIM:602868|HGNC:HGNC:1743|Ensembl:ENSG00000096401|HPRD:04184|Vega:OTTHUMG00000014767	6p21	cell division cycle 5 like	NA	NA	NA	NA	NA
9869	SETDB1	ONG	protein-coding	ESET|H3-K9-HMTase4|KG1T|KMT1E|TDRD21	MIM:604396|HGNC:HGNC:10761|Ensembl:ENSG00000143379|HPRD:06828|Vega:OTTHUMG00000035003	1q21	SET domain bifurcated 1	NA	NA	NA	NA	NA
9820	CUL7	ONG	protein-coding	3M1|KIAA0076|dJ20C7.5	MIM:609577|HGNC:HGNC:21024|Ensembl:ENSG00000044090|HPRD:09901|Vega:OTTHUMG00000014718	6p21.1	cullin 7	NA	NA	NA	NA	NA
9798	IST1	ONG	protein-coding	OLC1	MIM:616434|HGNC:HGNC:28977|Ensembl:ENSG00000182149|HPRD:13784|Vega:OTTHUMG00000137597	16q22.2	IST1, ESCRT-III associated factor	NA	NA	NA	NA	NA
9690	UBE3C	ONG	protein-coding	HECTH2	MIM:614454|HGNC:HGNC:16803|Ensembl:ENSG00000009335|HPRD:15604|Vega:OTTHUMG00000157239	7q36.3	ubiquitin protein ligase E3C	NA	NA	NA	NA	NA
9641	IKBKE	ONG	protein-coding	IKK-E|IKK-i|IKKE|IKKI	MIM:605048|HGNC:HGNC:14552|Ensembl:ENSG00000263528|HPRD:05442|Vega:OTTHUMG00000184613	1q32.1	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon	NA	NA	NA	NA	NA
9623	TCL1B	ONG	protein-coding	SYN-1|TML1	MIM:603769|HGNC:HGNC:11649|Ensembl:ENSG00000213231|HPRD:04795|Vega:OTTHUMG00000028912	14q32.1	T-cell leukemia/lymphoma 1B	NA	NA	NA	NA	NA
957	ENTPD5	ONG	protein-coding	CD39L4|NTPDase-5|PCPH	MIM:603162|HGNC:HGNC:3367|Ensembl:ENSG00000187097|HPRD:16015|Vega:OTTHUMG00000171201	14q24	ectonucleoside triphosphate diphosphohydrolase 5	NA	NA	NA	NA	NA
9557	CHD1L	ONG	protein-coding	ALC1|CHDL	MIM:613039|HGNC:HGNC:1916|Ensembl:ENSG00000131778|HPRD:09880|Vega:OTTHUMG00000150271	1q12	chromodomain helicase DNA binding protein 1-like	NA	NA	NA	NA	NA
9349	RPL23	ONG	protein-coding	L23|rpL17	MIM:603662|HGNC:HGNC:10316|HPRD:04716	17q	ribosomal protein L23	NA	NA	NA	NA	NA
9271	PIWIL1	ONG	protein-coding	CT80.1|HIWI|MIWI|PIWI	MIM:605571|HGNC:HGNC:9007|Ensembl:ENSG00000125207|HPRD:10409|Vega:OTTHUMG00000168382	12q24.33	piwi-like RNA-mediated gene silencing 1	NA	NA	NA	NA	NA
9258	MFHAS1	ONG	protein-coding	LRRC65|MASL1	MIM:605352|HGNC:HGNC:16982|Ensembl:ENSG00000147324|HPRD:12010|Vega:OTTHUMG00000163676	8p23.1	malignant fibrous histiocytoma amplified sequence 1	NA	NA	NA	NA	NA
92140	MTDH	ONG	protein-coding	3D3|AEG-1|AEG1|LYRIC|LYRIC/3D3	MIM:610323|HGNC:HGNC:29608|Ensembl:ENSG00000147649|HPRD:17459|Vega:OTTHUMG00000164692	8q22.1	metadherin	NA	NA	NA	NA	NA
91653	BOC	ONG	protein-coding	CDON2	MIM:608708|HGNC:HGNC:17173|Ensembl:ENSG00000144857|Vega:OTTHUMG00000159305	3q13.2	BOC cell adhesion associated, oncogene regulated	NA	NA	NA	NA	NA
9133	CCNB2	ONG	protein-coding	HsT17299	MIM:602755|HGNC:HGNC:1580|Ensembl:ENSG00000157456|HPRD:04131|Vega:OTTHUMG00000132715	15q22.2	cyclin B2	NA	NA	NA	NA	NA
898	CCNE1	ONG	protein-coding	CCNE|pCCNE1	MIM:123837|HGNC:HGNC:1589|Ensembl:ENSG00000105173|HPRD:00455|Vega:OTTHUMG00000177626	19q12	cyclin E1	NA	NA	NA	NA	NA
8840	WISP1	ONG	protein-coding	CCN4|WISP1c|WISP1i|WISP1tc	MIM:603398|HGNC:HGNC:12769|HPRD:16019	8q24.22	WNT1 inducible signaling pathway protein 1	NA	NA	NA	NA	NA
8766	RAB11A	ONG	protein-coding	YL8	MIM:605570|HGNC:HGNC:9760|Ensembl:ENSG00000103769|HPRD:05715|Vega:OTTHUMG00000133162	15q22.31	RAB11A, member RAS oncogene family	NA	NA	NA	NA	NA
8668	EIF3I	ONG	protein-coding	EIF3S2|PRO2242|TRIP-1|TRIP1|eIF3-beta|eIF3-p36	MIM:603911|HGNC:HGNC:3272|Ensembl:ENSG00000084623|HPRD:04884|Vega:OTTHUMG00000007364	1p34.1	eukaryotic translation initiation factor 3 subunit I	NA	NA	NA	NA	NA
8660	IRS2	ONG	protein-coding	IRS-2	MIM:600797|HGNC:HGNC:6126|Ensembl:ENSG00000185950|HPRD:02878|Vega:OTTHUMG00000017338	13q34	insulin receptor substrate 2	NA	NA	NA	NA	NA
8626	TP63	both	protein-coding	AIS|B(p51A)|B(p51B)|EEC3|KET|LMS|NBP|OFC8|RHS|SHFM4|TP53CP|TP53L|TP73L|p40|p51|p53CP|p63|p73H|p73L	MIM:603273|HGNC:HGNC:15979|Ensembl:ENSG00000073282|HPRD:04469|Vega:OTTHUMG00000156313	3q28	tumor protein p63	AIS|B(p51A)|B(p51B)|EEC3|KET|LMS|NBP|OFC8|RHS|SHFM4|TP53CP|TP53L|TP73L|p40|p51|p53CP|p63|p73H|p73L	MIM:603273|HGNC:HGNC:15979|Ensembl:ENSG00000073282|HPRD:04469|Vega:OTTHUMG00000156313	3	3q28	tumor protein p63
857	CAV1	both	protein-coding	BSCL3|CGL3|LCCNS|MSTP085|PPH3|VIP21	MIM:601047|HGNC:HGNC:1527|Ensembl:ENSG00000105974|HPRD:03028|Vega:OTTHUMG00000023413	7q31.1	caveolin 1	BSCL3|CGL3|LCCNS|MSTP085|PPH3|VIP21	MIM:601047|HGNC:HGNC:1527|Ensembl:ENSG00000105974|HPRD:03028|Vega:OTTHUMG00000023413	7	7q31.1	caveolin 1, caveolae protein, 22kDa
8533	COPS3	ONG	protein-coding	CSN3|SGN3	MIM:604665|HGNC:HGNC:2239|Ensembl:ENSG00000141030|HPRD:07262|Vega:OTTHUMG00000059281	17p11.2	COP9 signalosome subunit 3	NA	NA	NA	NA	NA
84951	TNS4	ONG	protein-coding	CTEN|PP14434	MIM:608385|HGNC:HGNC:24352|Ensembl:ENSG00000131746|HPRD:12223|Vega:OTTHUMG00000133330	17q21.2	tensin 4	NA	NA	NA	NA	NA
8277	TKTL1	ONG	protein-coding	TKR|TKT2	MIM:300044|HGNC:HGNC:11835|Ensembl:ENSG00000007350|HPRD:02080|Vega:OTTHUMG00000022707	Xq28	transketolase-like 1	NA	NA	NA	NA	NA
8178	ELL	ONG	protein-coding	C19orf17|ELL1|MEN|PPP1R68	MIM:600284|HGNC:HGNC:23114|Ensembl:ENSG00000105656|HPRD:02615|Vega:OTTHUMG00000183364	19p13.1	elongation factor for RNA polymerase II	NA	NA	NA	NA	NA
81610	FAM83D	ONG	protein-coding	C20orf129|CHICA|dJ616B8.3	HGNC:HGNC:16122|Ensembl:ENSG00000101447|HPRD:12744|Vega:OTTHUMG00000032462	20q11.23	family with sequence similarity 83 member D	NA	NA	NA	NA	NA
8148	TAF15	ONG	protein-coding	Npl3|RBP56|TAF2N|TAFII68	MIM:601574|HGNC:HGNC:11547|Ensembl:ENSG00000270647|HPRD:09031|Vega:OTTHUMG00000188384	17q12	TATA-box binding protein associated factor 15	NA	NA	NA	NA	NA
81	ACTN4	ONG	protein-coding	ACTININ-4|FSGS|FSGS1	MIM:604638|HGNC:HGNC:166|HPRD:05222	19q13	actinin alpha 4	NA	NA	NA	NA	NA
8089	YEATS4	ONG	protein-coding	4930573H17Rik|B230215M10Rik|GAS41|NUBI-1|YAF9	MIM:602116|HGNC:HGNC:24859|Ensembl:ENSG00000127337|HPRD:03666|Vega:OTTHUMG00000169358	12q15	YEATS domain containing 4	NA	NA	NA	NA	NA
8073	PTP4A2	ONG	protein-coding	HH13|HH7-2|HU-PP-1|OV-1|PRL-2|PRL2|PTP4A|PTPCAAX2|ptp-IV1a|ptp-IV1b	MIM:601584|HGNC:HGNC:9635|Ensembl:ENSG00000184007|HPRD:03348|Vega:OTTHUMG00000003801	1p35	protein tyrosine phosphatase type IVA, member 2	NA	NA	NA	NA	NA
8061	FOSL1	ONG	protein-coding	FRA|FRA1|fra-1	MIM:136515|HGNC:HGNC:13718|Ensembl:ENSG00000175592|HPRD:00643|Vega:OTTHUMG00000166715	11q13	FOS like antigen 1	NA	NA	NA	NA	NA
80326	WNT10A	ONG	protein-coding	OODD|SSPS|STHAG4	MIM:606268|HGNC:HGNC:13829|Ensembl:ENSG00000135925|HPRD:16207|Vega:OTTHUMG00000133085	2q35	wingless-type MMTV integration site family member 10A	NA	NA	NA	NA	NA
8030	CCDC6	ONG	protein-coding	D10S170|H4|PTC|TPC|TST1	MIM:601985|HGNC:HGNC:18782|Ensembl:ENSG00000108091|HPRD:09064|Vega:OTTHUMG00000018284	10q21	coiled-coil domain containing 6	NA	NA	NA	NA	NA
8021	NUP214	ONG	protein-coding	CAIN|CAN	MIM:114350|HGNC:HGNC:8064|Ensembl:ENSG00000126883|HPRD:00258|Vega:OTTHUMG00000020816	9q34.1	nucleoporin 214kDa	NA	NA	NA	NA	NA
80139	ZNF703	ONG	protein-coding	NLZ1|ZEPPO1|ZNF503L|ZPO1	HGNC:HGNC:25883|Ensembl:ENSG00000183779|HPRD:07855|Vega:OTTHUMG00000164001	8p11.23	zinc finger protein 703	NA	NA	NA	NA	NA
79923	NANOG	ONG	protein-coding	-	MIM:607937|HGNC:HGNC:20857|HPRD:06397	12p13.31	Nanog homeobox	NA	NA	NA	NA	NA
79870	BAALC	ONG	protein-coding	-	MIM:606602|HGNC:HGNC:14333|Ensembl:ENSG00000164929|HPRD:09422|Vega:OTTHUMG00000164782	8q22.3	brain and acute leukemia, cytoplasmic	NA	NA	NA	NA	NA
7984	ARHGEF5	ONG	protein-coding	GEF5|P60|TIM|TIM1	MIM:600888|HGNC:HGNC:13209|Ensembl:ENSG00000050327|HPRD:02932|Vega:OTTHUMG00000158004	7q35	Rho guanine nucleotide exchange factor 5	NA	NA	NA	NA	NA
79058	ASPSCR1	ONG	protein-coding	ASPCR1|ASPL|ASPS|RCC17|TUG|UBXD9|UBXN9	MIM:606236|HGNC:HGNC:13825|Ensembl:ENSG00000169696|HPRD:06947|Vega:OTTHUMG00000178438	17q25.3	alveolar soft part sarcoma chromosome region, candidate 1	NA	NA	NA	NA	NA
7849	PAX8	ONG	protein-coding	-	MIM:167415|HGNC:HGNC:8622|Ensembl:ENSG00000125618|HPRD:01335|Vega:OTTHUMG00000128529	2q13	paired box 8	NA	NA	NA	NA	NA
7803	PTP4A1	ONG	protein-coding	HH72|PRL-1|PRL1|PTP(CAAX1)|PTPCAAX1	MIM:601585|HGNC:HGNC:9634|Ensembl:ENSG00000112245|HPRD:03349|Vega:OTTHUMG00000014949	6q12	protein tyrosine phosphatase type IVA, member 1	NA	NA	NA	NA	NA
7764	ZNF217	ONG	protein-coding	ZABC1	MIM:602967|HGNC:HGNC:13009|Ensembl:ENSG00000171940|HPRD:04272|Vega:OTTHUMG00000032764	20q13.2	zinc finger protein 217	NA	NA	NA	NA	NA
7704	ZBTB16	both	protein-coding	PLZF|ZNF145	MIM:176797|HGNC:HGNC:12930|Ensembl:ENSG00000109906|HPRD:11762|Vega:OTTHUMG00000168243	11q23.1	zinc finger and BTB domain containing 16	PLZF|ZNF145	MIM:176797|HGNC:HGNC:12930|Ensembl:ENSG00000109906|HPRD:11762|Vega:OTTHUMG00000168243	11	11q23.1	zinc finger and BTB domain containing 16
754	PTTG1IP	ONG	protein-coding	C21orf1|C21orf3|PBF	MIM:603784|HGNC:HGNC:13524|Ensembl:ENSG00000183255|HPRD:04807|Vega:OTTHUMG00000090254	21q22.3	pituitary tumor-transforming 1 interacting protein	NA	NA	NA	NA	NA
7490	WT1	both	protein-coding	AWT1|EWS-WT1|GUD|NPHS4|WAGR|WIT-2|WT33	MIM:607102|HGNC:HGNC:12796|Ensembl:ENSG00000184937|HPRD:06163|Vega:OTTHUMG00000039556	11p13	Wilms tumor 1	AWT1|EWS-WT1|GUD|NPHS4|WAGR|WIT-2|WT33	MIM:607102|HGNC:HGNC:12796|Ensembl:ENSG00000184937|HPRD:06163|Vega:OTTHUMG00000039556	11	11p13	Wilms tumor 1
7473	WNT3	ONG	protein-coding	INT4|TETAMS	MIM:165330|HGNC:HGNC:12782|Ensembl:ENSG00000108379|HPRD:01318|Vega:OTTHUMG00000178076	17q21	wingless-type MMTV integration site family member 3	NA	NA	NA	NA	NA
7471	WNT1	ONG	protein-coding	BMND16|INT1|OI15	MIM:164820|HGNC:HGNC:12774|HPRD:01276	12q13	wingless-type MMTV integration site family member 1	NA	NA	NA	NA	NA
7468	WHSC1	ONG	protein-coding	MMSET|NSD2|REIIBP|TRX5|WHS	MIM:602952|HGNC:HGNC:12766|Ensembl:ENSG00000109685|HPRD:04259|Vega:OTTHUMG00000121147	4p16.3	Wolf-Hirschhorn syndrome candidate 1	NA	NA	NA	NA	NA
7431	VIM	both	protein-coding	CTRCT30|HEL113	MIM:193060|HGNC:HGNC:12692|Ensembl:ENSG00000026025|HPRD:01899|Vega:OTTHUMG00000017744	10p13	vimentin	CTRCT30|HEL113	MIM:193060|HGNC:HGNC:12692|Ensembl:ENSG00000026025|HPRD:01899|Vega:OTTHUMG00000017744	10	10p13	vimentin
7409	VAV1	ONG	protein-coding	VAV	MIM:164875|HGNC:HGNC:12657|Ensembl:ENSG00000141968|HPRD:01284|Vega:OTTHUMG00000181965	19p13.3	vav guanine nucleotide exchange factor 1	NA	NA	NA	NA	NA
7375	USP4	ONG	protein-coding	UNP|Unph	MIM:603486|HGNC:HGNC:12627|Ensembl:ENSG00000114316|HPRD:04598|Vega:OTTHUMG00000156825	3p21.3	ubiquitin specific peptidase 4 (proto-oncogene)	NA	NA	NA	NA	NA
729873	TBC1D3	ONG	protein-coding	PRC17|TBC1D3A|TBC1D3F	MIM:607741|HGNC:HGNC:19031|Ensembl:ENSG00000274611|Vega:OTTHUMG00000188487	17q12	TBC1 domain family member 3	NA	NA	NA	NA	NA
7298	TYMS	ONG	protein-coding	HST422|TMS|TS	MIM:188350|HGNC:HGNC:12441|Ensembl:ENSG00000176890|HPRD:01774|Vega:OTTHUMG00000131473	18p11.32	thymidylate synthetase	NA	NA	NA	NA	NA
7291	TWIST1	ONG	protein-coding	ACS3|BPES2|BPES3|CRS|CRS1|CSO|SCS|TWIST|bHLHa38	MIM:601622|HGNC:HGNC:12428|Ensembl:ENSG00000122691|HPRD:03374|Vega:OTTHUMG00000090821	7p21.2	twist family bHLH transcription factor 1	NA	NA	NA	NA	NA
728655	HULC	ONG	ncRNA	HCCAT1|LINC00078|NCRNA00078	MIM:612210|HGNC:HGNC:34232|Ensembl:ENSG00000251164	6p24.3	hepatocellular carcinoma up-regulated long non-coding RNA	NA	NA	NA	NA	NA
727837	SSX2B	ONG	protein-coding	CT5.2|CT5.2b|HOM-MEL-40|SSX	HGNC:HGNC:22263|Ensembl:ENSG00000268447|Vega:OTTHUMG00000021593	Xp11.22	synovial sarcoma, X breakpoint 2B	NA	NA	NA	NA	NA
7205	TRIP6	ONG	protein-coding	OIP-1|OIP1|TRIP-6|TRIP6i2|ZRP-1	MIM:602933|HGNC:HGNC:12311|Ensembl:ENSG00000087077|HPRD:04242|Vega:OTTHUMG00000157029	7q22	thyroid hormone receptor interactor 6	NA	NA	NA	NA	NA
7175	TPR	ONG	protein-coding	-	MIM:189940|HGNC:HGNC:12017|Ensembl:ENSG00000047410|HPRD:08927|Vega:OTTHUMG00000035580	1q25	translocated promoter region, nuclear basket protein	NA	NA	NA	NA	NA
7161	TP73	both	protein-coding	P73	MIM:601990|HGNC:HGNC:12003|Ensembl:ENSG00000078900|HPRD:03587|Vega:OTTHUMG00000000610	1p36.3	tumor protein p73	P73	MIM:601990|HGNC:HGNC:12003|Ensembl:ENSG00000078900|HPRD:03587|Vega:OTTHUMG00000000610	1	1p36.3	tumor protein p73
7095	SEC62	ONG	protein-coding	Dtrp1|HTP1|TLOC1|TP-1	MIM:602173|HGNC:HGNC:11846|Ensembl:ENSG00000008952|HPRD:03706|Vega:OTTHUMG00000158753	3q26.2	SEC62 homolog, preprotein translocation factor	NA	NA	NA	NA	NA
7030	TFE3	ONG	protein-coding	RCCP2|RCCX1|TFEA|bHLHe33	MIM:314310|HGNC:HGNC:11752|Ensembl:ENSG00000068323|HPRD:02439|Vega:OTTHUMG00000022690	Xp11.22	transcription factor binding to IGHM enhancer 3	NA	NA	NA	NA	NA
6950	TCP1	ONG	protein-coding	CCT-alpha|CCT1|CCTa|D6S230E|TCP-1-alpha	MIM:186980|HGNC:HGNC:11655|Ensembl:ENSG00000120438|HPRD:01748|Vega:OTTHUMG00000015937	6q25.3-q26	t-complex 1	NA	NA	NA	NA	NA
693235	MIR92B	ONG	ncRNA	MIRN92B|hsa-mir-92b|mir-92b	HGNC:HGNC:32920|Ensembl:ENSG00000271748|miRBase:MI0003560	1q22	microRNA 92b	NA	NA	NA	NA	NA
693230	MIR645	ONG	ncRNA	MIRN645|hsa-mir-645	HGNC:HGNC:32901|Ensembl:ENSG00000208018|miRBase:MI0003660	20q13.13	microRNA 645	NA	NA	NA	NA	NA
693218	MIR633	ONG	ncRNA	MIRN633|hsa-mir-633	HGNC:HGNC:32889|Ensembl:ENSG00000207552|miRBase:MI0003648	17q23.2	microRNA 633	NA	NA	NA	NA	NA
693160	MIR575	ONG	ncRNA	MIRN575|hsa-mir-575	HGNC:HGNC:32831|Ensembl:ENSG00000207746|miRBase:MI0003582	4q21.22	microRNA 575	NA	NA	NA	NA	NA
6929	TCF3	both	protein-coding	E2A|E47|ITF1|TCF-3|VDIR|bHLHb21	MIM:147141|HGNC:HGNC:11633|Ensembl:ENSG00000071564|HPRD:00918|Vega:OTTHUMG00000180031	19p13.3	transcription factor 3	E2A|E47|ITF1|TCF-3|VDIR|bHLHb21	MIM:147141|HGNC:HGNC:11633|Ensembl:ENSG00000071564|HPRD:00918|Vega:OTTHUMG00000180031	19	19p13.3	transcription factor 3
6909	TBX2	ONG	protein-coding	-	MIM:600747|HGNC:HGNC:11597|Ensembl:ENSG00000121068|HPRD:02850|Vega:OTTHUMG00000156986	17q23.2	T-box 2	NA	NA	NA	NA	NA
6901	TAZ	ONG	protein-coding	BTHS|CMD3A|EFE|EFE2|G4.5|LVNCX|Taz1	MIM:300394|HGNC:HGNC:11577|Ensembl:ENSG00000102125|HPRD:02316|Vega:OTTHUMG00000033190	Xq28	tafazzin	NA	NA	NA	NA	NA
6887	TAL2	ONG	protein-coding	-	MIM:186855|HGNC:HGNC:11557|Ensembl:ENSG00000186051|HPRD:01735|Vega:OTTHUMG00000020424	9q32	T-cell acute lymphocytic leukemia 2	NA	NA	NA	NA	NA
6885	MAP3K7	ONG	protein-coding	MEKK7|TAK1|TGF1a	MIM:602614|HGNC:HGNC:6859|Ensembl:ENSG00000135341|HPRD:04011|Vega:OTTHUMG00000015217	6q15	mitogen-activated protein kinase kinase kinase 7	NA	NA	NA	NA	NA
6850	SYK	both	protein-coding	p72-Syk	MIM:600085|HGNC:HGNC:11491|Ensembl:ENSG00000165025|HPRD:02514|Vega:OTTHUMG00000020200	9q22	spleen tyrosine kinase	p72-Syk	MIM:600085|HGNC:HGNC:11491|Ensembl:ENSG00000165025|HPRD:02514|Vega:OTTHUMG00000020200	9	9q22	spleen tyrosine kinase
6774	STAT3	both	protein-coding	ADMIO|APRF|HIES	MIM:102582|HGNC:HGNC:11364|Ensembl:ENSG00000168610|HPRD:00026|Vega:OTTHUMG00000150645	17q21.31	signal transducer and activator of transcription 3 (acute-phase response factor)	ADMIO|APRF|HIES	MIM:102582|HGNC:HGNC:11364|Ensembl:ENSG00000168610|HPRD:00026|Vega:OTTHUMG00000150645	17	17q21.31	signal transducer and activator of transcription 3 (acute-phase response factor)
6757	SSX2	ONG	protein-coding	CT5.2|CT5.2A|HD21|HOM-MEL-40|SSX	MIM:300192|HGNC:HGNC:11336|Ensembl:ENSG00000241476|HPRD:02180|Vega:OTTHUMG00000022697	Xp11.22	synovial sarcoma, X breakpoint 2	NA	NA	NA	NA	NA
6756	SSX1	ONG	protein-coding	CT5.1|SSRC	MIM:312820|HGNC:HGNC:11335|Ensembl:ENSG00000126752|HPRD:02428|Vega:OTTHUMG00000021488	Xp11.23	synovial sarcoma, X breakpoint 1	NA	NA	NA	NA	NA
6720	SREBF1	ONG	protein-coding	SREBP-1c|SREBP1|SREBP1a|bHLHd1	MIM:184756|HGNC:HGNC:11289|Ensembl:ENSG00000072310|HPRD:01701|Vega:OTTHUMG00000059313	17p11.2	sterol regulatory element binding transcription factor 1	NA	NA	NA	NA	NA
